code_comptable,bank_count,uni_count,mall_count,residential_count,population_radius,lat,lon
32400,18.0,2.0,7.0,23.0,112875,36.7379127,3.340554
32415,2.0,0.0,0.0,0.0,34793,32.893,0.54839
33103,3.0,0.0,0.0,0.0,3523,26.48333,8.46667
33106,3.0,0.0,0.0,0.0,383,26.531605,8.428624
34100,15.0,0.0,1.0,0.0,117786,36.0727310180664,4.76523113250732
34101,15.0,0.0,1.0,0.0,127640,36.0710334777832,4.76138019561768
34105,1.0,0.0,1.0,0.0,2607,36.0950126647949,4.79483795166016
34106,15.0,0.0,0.0,0.0,76869,36.0670776367188,4.74625492095947
34107,14.0,0.0,0.0,0.0,54393,36.0853729248047,4.74201679229736
34108,14.0,0.0,1.0,0.0,51018,36.0807266235352,4.77891397476196
34109,15.0,0.0,0.0,0.0,78089,36.0706825256348,4.74860191345215
34110,5.0,2.0,1.0,0.0,3088,36.0558052062988,4.79182910919189
34209,1.0,0.0,0.0,0.0,7711,36.1293067932129,4.67135190963745
34300,4.0,0.0,1.0,0.0,28570,35.9442100524902,5.03339576721191
34325,4.0,0.0,1.0,0.0,34149,35.9508285522461,5.03427791595459
34327,4.0,0.0,1.0,0.0,15338,35.93337671024211,5.028910993899378
35100,6.0,0.0,2.0,0.0,11058,36.75,3.47000002861023
35102,2.0,0.0,0.0,1.0,18988,36.7641372680664,3.45927619934082
35104,2.0,0.0,0.0,1.0,18722,36.7599983215332,3.46000003814697
35107,7.0,0.0,2.0,0.0,26187,36.7590403,3.473102
35215,4.0,0.0,1.0,0.0,9179,36.755911,3.005405
35300,5.0,0.0,0.0,0.0,20501,36.745094635038654,3.718898306935369
35324,1.0,0.0,0.0,0.0,4600,36.7200012207031,3.61999988555908
36100,4.0,0.0,0.0,0.0,4617,36.7655563354492,8.32234954833984
36107,4.0,0.0,0.0,0.0,1971,36.7611961364746,8.3211498260498
36200,1.0,0.0,0.0,0.0,7003,36.8973770141602,8.44723033905029
36219,1.0,0.0,0.0,0.0,12014,36.8858489990234,8.43733024597168
36400,1.0,0.0,0.0,0.0,8833,36.5062789916992,8.10683059692383
37101,2.0,0.0,0.0,0.0,289,27.6700000762939,-8.14000034332275
37111,2.0,0.0,0.0,0.0,53,27.7674198150635,-8.08633995056152
37112,2.0,0.0,0.0,0.0,282,27.677329,-8.134497
37115,2.0,0.0,0.0,0.0,29,27.6118974,-8.1048061
37116,2.0,0.0,0.0,0.0,277,27.6651496887207,-8.14484024047852
37117,2.0,0.0,0.0,0.0,295,27.6721823,-8.1404163
37120,2.0,0.0,0.0,0.0,98,27.6418495178223,-8.11800003051758
37121,2.0,0.0,0.0,0.0,92,27.6450595855713,-8.11423969268799
37124,2.0,0.0,0.0,0.0,270,27.674188,-8.147782
38100,2.0,0.0,0.0,0.0,44741,35.6041145324707,1.80769801139832
38103,2.0,0.0,0.0,0.0,41193,35.6029472351074,1.79948902130127
38104,2.0,0.0,0.0,0.0,47928,35.6038131713867,1.8136990070343
38105,2.0,0.0,0.0,0.0,57909,35.6079597473145,1.80310201644897
38107,2.0,0.0,0.0,0.0,8983,35.5939254760742,1.81765294075012
38108,2.0,0.0,0.0,0.0,36519,35.6006736755371,1.81054902076721
38109,2.0,0.0,0.0,0.0,20941,35.6049308776855,1.82041001319885
38110,2.0,0.0,0.0,0.0,10597,35.5987434387207,1.82382595539093
38112,2.0,0.0,0.0,0.0,15161,35.599437713623,1.78510785102844
38300,2.0,0.0,0.0,0.0,23101,35.8733062744141,2.02429890632629
38301,2.0,0.0,0.0,0.0,22930,35.8843231201172,2.02536511421204
38311,2.0,0.0,0.0,0.0,20831,35.8692932128906,2.02849102020264
38400,1.0,0.0,0.0,0.0,16768,35.8505020141602,1.61889505386353
39102,8.0,2.0,1.0,0.0,137757,33.37584,6.84093
39111,8.0,2.0,1.0,0.0,38033,33.388569,6.8770516
39202,7.0,1.0,1.0,0.0,41348,33.3212013244629,6.89629983901978
39223,8.0,1.0,1.0,0.0,64925,33.342315,6.872116
40116,7.0,1.0,0.0,1.0,86724,35.43583,7.14333
40300,1.0,0.0,0.0,0.0,9225,35.4833297729492,6.93333005905151
40405,1.0,0.0,0.0,0.0,9143,35.0383987426758,7.00479984283447
40406,1.0,0.0,0.0,0.0,13185,35.2956008911133,7.35540008544922
40421,1.0,0.0,0.0,0.0,2202,35.0578994750977,7.02430009841919
43106,5.0,0.0,0.0,0.0,38217,36.163235,6.166415
43107,5.0,0.0,4.0,0.0,26082,36.4381484985352,6.25664806365967
43108,5.0,0.0,4.0,0.0,29609,36.4421577453613,6.2702488899231
43200,2.0,0.0,0.0,0.0,16794,36.5159034729004,6.32631206512451
43216,5.0,0.0,4.0,0.0,60602,36.4577041,6.2682685
43303,5.0,0.0,0.0,0.0,27923,36.1605214,6.1578951
43307,4.0,0.0,0.0,0.0,1335,36.1464691162109,6.19513177871704
43321,2.0,0.0,0.0,0.0,31331,36.11653,6.35434
43401,5.0,0.0,0.0,0.0,41682,36.163215,6.172015
44100,6.0,0.0,1.0,0.0,37110,36.2657012939453,1.97017002105713
44102,6.0,0.0,1.0,0.0,30306,36.2650985717773,1.97269999980927
44103,1.0,0.0,0.0,0.0,5992,36.2421989440918,1.92602002620697
44105,6.0,0.0,1.0,0.0,21245,36.2613792419434,1.97360002994537
44108,6.0,0.0,1.0,0.0,37110,36.2657178,1.9701347
44208,1.0,0.0,0.0,0.0,24012,36.3050003051758,1.8482700586319
44300,4.0,0.0,0.0,0.0,40507,36.3046989440918,2.22679996490479
44314,5.0,1.0,0.0,1.0,80587,36.2610397338867,2.22014999389648
44319,4.0,0.0,0.0,0.0,17559,36.2901992797852,2.22128009796143
44320,4.0,0.0,0.0,0.0,42000,36.3071136474609,2.214359998703
44321,5.0,1.0,0.0,1.0,59573,36.2542991638184,2.23099994659424
44322,5.0,1.0,0.0,1.0,14821,36.2627983093262,2.24522995948792
44323,5.0,1.0,0.0,1.0,85179,36.2644004821777,2.21597003936768
44325,5.0,1.0,0.0,1.0,40614,36.2532997131348,2.22123003005981
44326,5.0,1.0,0.0,1.0,28741,36.2539405822754,2.23682308197021
44403,1.0,0.0,0.0,0.0,31744,36.2750015258789,1.68543994426727
45107,1.0,0.0,0.0,0.0,14057,33.2745246887207,-0.317811012268066
45200,2.0,0.0,0.0,0.0,98928,33.5476722717285,-0.278730988502502
45207,2.0,0.0,0.0,0.0,83891,33.5390357971191,-0.287497013807297
45211,2.0,0.0,0.0,0.0,46034,33.5436085900641,-0.2559233908284459
45212,2.0,0.0,0.0,0.0,94243,33.5498886108398,-0.282166987657547
45214,2.0,0.0,0.0,0.0,95313,33.548019436238214,-0.2788582968140831
45220,2.0,0.0,0.0,0.0,45806,33.5422096252441,-0.256381005048752
46101,3.0,0.0,1.0,0.0,16024,35.3136711120605,-1.13853001594543
46102,6.0,0.0,2.0,0.0,18672,35.305046081543,-1.13888394832611
46103,9.0,0.0,4.0,0.0,28308,35.2989768981934,-1.1466029882431
46104,2.0,0.0,0.0,0.0,11992,35.3155059814453,-1.12821400165558
46106,8.0,1.0,4.0,0.0,18739,35.2926902770996,-1.13299798965454
46107,3.0,0.0,1.0,0.0,27507,35.3132400512695,-1.14924156665802
46109,8.0,1.0,4.0,0.0,25606,35.2959671020508,-1.13294494152069
46200,3.0,0.0,0.0,0.0,8696,35.3938026428223,-1.09118902683258
46225,3.0,0.0,0.0,0.0,13950,35.3930435180664,-1.09792101383209
46300,1.0,0.0,1.0,0.0,16596,35.3793334960938,-0.966943979263306
46319,1.0,0.0,1.0,0.0,8638,35.3831100463867,-0.962852001190186
46400,6.0,0.0,0.0,0.0,16214,35.302604675293,-1.38630402088165
46401,6.0,0.0,0.0,0.0,7609,35.2955131530762,-1.38089513778687
47100,4.0,0.0,0.0,0.0,141715,32.4894790649414,3.6687159538269
47101,4.0,0.0,0.0,0.0,140427,32.489818572998,3.6687159538269
47102,4.0,0.0,0.0,0.0,142689,32.495777130127,3.67271494865417
47103,4.0,0.0,0.0,0.0,40912,32.4771537780762,3.69399094581604
47104,4.0,0.0,0.0,0.0,65432,32.4819221496582,3.68698692321777
47106,4.0,0.0,0.0,0.0,111418,32.4944877624512,3.64460110664368
47107,4.0,0.0,0.0,0.0,64434,32.479549407959,3.68273997306824
47108,4.0,0.0,0.0,0.0,60155,32.5181350708008,3.67153811454773
47110,4.0,0.0,0.0,0.0,56564,32.4770202636719,3.68372988700867
47118,4.0,0.0,0.0,0.0,145293,32.4993362426758,3.66659593582153
47121,4.0,0.0,0.0,0.0,33733,32.5160865783691,3.63450598716736
47200,4.0,0.0,0.0,0.0,39505,32.8277206420898,3.76290011405945
47201,4.0,0.0,0.0,0.0,28301,32.4848327636719,3.70541310310364
47203,3.0,0.0,0.0,0.0,10144,32.4798774719238,3.74420189857483
47206,4.0,0.0,0.0,0.0,38412,32.8225021362305,3.75240588188171
47207,4.0,0.0,0.0,0.0,9216,32.448600769043,3.69814705848694
47209,4.0,0.0,0.0,0.0,41184,32.4840660095215,3.69875311851501
47214,4.0,0.0,0.0,0.0,38866,32.825855255127,3.75778198242188
47223,4.0,0.0,0.0,0.0,36527,32.8323173522949,3.77783894538879
48100,2.0,0.0,0.0,0.0,61006,35.7447967529297,0.559352993965149
48101,2.0,0.0,0.0,0.0,72337,35.7385940551758,0.558134973049164
48102,2.0,0.0,0.0,0.0,93318,35.7371635437012,0.544790983200073
48104,2.0,0.0,0.0,0.0,100580,35.7441024780273,0.548781991004944
48105,2.0,0.0,0.0,0.0,49778,35.7484245300293,0.566147029399872
48107,2.0,0.0,0.0,0.0,63021,35.7441825866699,0.561940014362335
48108,2.0,0.0,0.0,0.0,61336,35.7475738525391,0.540602028369904
48110,1.0,0.0,0.0,0.0,11596,35.722484588623,0.524860978126526
48300,2.0,0.0,0.0,0.0,12493,36.1217613220215,0.867299973964691
48304,2.0,0.0,0.0,0.0,13525,36.1090087890625,0.855799973011017
48308,2.0,0.0,0.0,0.0,1720,36.1089782714844,0.884119987487793
48309,2.0,0.0,0.0,0.0,12858,36.1252098083496,0.897029995918274
48312,2.0,0.0,0.0,0.0,12564,36.1216201782227,0.870869994163513
48407,4.0,0.0,0.0,0.0,30033,35.9556503295898,0.908270001411438
48411,4.0,0.0,0.0,0.0,19156,35.9689674377441,0.945841014385223
48425,4.0,0.0,0.0,0.0,23520,35.9576606750488,0.902750015258789
49502,4.0,2.0,1.0,0.0,96132,34.83034,0.15171
49524,1.0,0.0,0.0,0.0,28376,29.264332330348584,0.2363143115614011
51517,6.0,0.0,0.0,0.0,66340,34.43120618347305,5.060333159779034
58401,8.0,0.0,2.0,0.0,67184,27.876008,-0.287751
6209,0.0,1.0,0.0,0.0,4259,36.7052993774414,5.03754997253418
6404,0.0,1.0,0.0,0.0,16703,36.6845016479492,4.85212993621826
6420,0.0,1.0,0.0,0.0,14806,36.6800003051758,4.85200023651123
6421,0.0,1.0,0.0,0.0,15333,36.6804733276367,4.84818983078003
7407,0.0,1.0,0.0,0.0,5699,34.7890548706055,5.595130443573
7412,0.0,1.0,0.0,0.0,2509,34.8026924133301,5.64060115814209
7413,0.0,1.0,0.0,0.0,1000,34.766040802002,5.54433012008667
16202,0.0,1.0,0.0,0.0,1489,36.453051,2.636806
16223,0.0,1.0,0.0,0.0,8123,36.767275,3.26172
16412,0.0,1.0,0.0,0.0,14857,36.7819175720215,2.98209404945374
16432,0.0,1.0,0.0,0.0,13795,36.7798538208008,2.98098301887512
19118,0.0,1.0,0.0,0.0,10985,36.1961364746094,5.3597297668457
20114,0.0,1.0,1.0,0.0,65587,34.8599243164062,0.150747001171112
20201,0.0,1.0,0.0,0.0,63501,34.8750114440918,0.15127369761467
20211,0.0,1.0,0.0,0.0,63501,34.8755989074707,0.152278199791908
21107,0.0,2.0,1.0,0.0,31876,36.8474388122559,6.89143753051758
21204,0.0,1.0,0.0,0.0,8640,36.8310127258301,6.88319206237793
22111,0.0,2.0,0.0,1.0,25975,35.648177,-0.621943
22404,0.0,1.0,0.0,0.0,21473,34.9207591,-1.2910642
23304,0.0,1.0,0.0,0.0,34657,36.8137054443359,7.71018218994141
23325,0.0,1.0,0.0,0.0,3333,36.8617782592773,7.72779321670532
23326,0.0,1.0,0.0,0.0,38098,36.8127861022949,7.72142505645752
31225,0.0,1.0,0.0,0.0,3328,35.6374549865723,-0.615033984184265
31233,0.0,1.0,0.0,3.0,12018,35.694995880127,-0.567332029342651
31248,0.0,1.0,0.0,0.0,5116,35.7427749633789,-0.534979999065399
34112,0.0,1.0,1.0,0.0,2099,36.069087,4.813191
34309,0.0,2.0,0.0,0.0,6970,36.0382232666016,4.81940984725952
43109,0.0,1.0,0.0,0.0,2935,36.4624938964844,6.21315383911133
44408,0.0,1.0,0.0,0.0,11744,36.2307014465332,1.71577000617981
46108,0.0,1.0,0.0,0.0,4829,35.2861289978027,-1.12449157238007
46110,0.0,1.0,1.0,0.0,4789,35.2890815734863,-1.12456905841827
47310,0.0,1.0,0.0,0.0,3988,32.3615188598633,3.79151010513306
1305,0.0,0.0,2.0,0.0,160,27.229061126709,-0.150742992758751
1306,0.0,0.0,2.0,0.0,2682,27.1599521636963,-0.131987005472183
5905,0.0,0.0,1.0,1.0,4177,35.4950218200684,6.22106504440308
6200,0.0,0.0,1.0,0.0,4427,36.6674995422363,5.16008996963501
6201,0.0,0.0,1.0,0.0,10747,36.63330078125,5.25360012054443
6208,0.0,0.0,1.0,0.0,4293,36.6699981689453,5.15999984741211
6311,0.0,0.0,2.0,0.0,9531,36.4630012512207,4.50532007217407
6315,0.0,0.0,2.0,0.0,9531,36.4630012512207,4.50530004501343
6326,0.0,0.0,2.0,0.0,38094,36.4589996337891,4.53340005874634
6328,0.0,0.0,2.0,0.0,7134,36.4500007629395,4.55359983444214
6400,0.0,0.0,1.0,2.0,14868,36.644100189209,4.90561008453369
6408,0.0,0.0,1.0,2.0,14868,36.6440010070801,4.90500020980835
6500,0.0,0.0,2.0,0.0,2357,36.6898994445801,4.66666984558105
6502,0.0,0.0,2.0,0.0,743,36.6833000183105,4.66666984558105
6801,0.0,0.0,1.0,0.0,9747,36.6500015258789,4.76667022705078
6807,0.0,0.0,2.0,0.0,8063,36.61669921875,4.75360012054443
10307,0.0,0.0,1.0,0.0,12976,36.5341987609863,3.68219995498657
10316,0.0,0.0,1.0,0.0,3995,36.543098449707,3.66499996185303
10323,0.0,0.0,1.0,0.0,13769,36.5369987487793,3.67860007286072
16127,0.0,0.0,1.0,0.0,195971,36.7806015014648,3.042799949646
16803,0.0,0.0,1.0,0.0,6134,36.6652221679688,2.93621110916138
16817,0.0,0.0,1.0,0.0,6277,36.692554473877,3.03089094161987
16828,0.0,0.0,1.0,0.0,5325,36.7434158325195,2.87453389167786
16907,0.0,0.0,1.0,0.0,18598,36.702756,3.025388
19700,0.0,0.0,1.0,0.0,82892,36.148796081543,5.69171667098999
19701,0.0,0.0,1.0,0.0,102751,36.1613960266113,5.68623161315918
19712,0.0,0.0,1.0,0.0,41367,36.1578636169434,5.70695018768311
19719,0.0,0.0,1.0,0.0,41064,36.1456871032715,5.70364570617676
19720,0.0,0.0,1.0,0.0,97755,36.1519966125488,5.68653774261475
19721,0.0,0.0,1.0,0.0,109349,36.1558113098145,5.68178701400757
23200,0.0,0.0,1.0,0.0,7819,36.8359413146973,7.45455121994019
23300,0.0,0.0,3.0,0.0,13044,36.8045425415039,7.73761081695557
23313,0.0,0.0,2.0,0.0,9562,36.8552017211914,7.75087118148804
23324,0.0,0.0,2.0,0.0,11833,36.8517875671387,7.74249696731567
23328,0.0,0.0,3.0,0.0,15444,36.8021087646484,7.73536205291748
25226,0.0,0.0,2.0,0.0,951,36.256025,6.587828
29609,0.0,0.0,1.0,0.0,3826,35.3247413635254,0.214734002947807
29616,0.0,0.0,1.0,0.0,3826,35.3247108459473,0.214729994535446
31234,0.0,0.0,1.0,3.0,25167,35.7023544311523,-0.585541009902954
31300,0.0,0.0,1.0,0.0,26756,35.854808807373,-0.311628997325897
31310,0.0,0.0,3.0,1.0,16541,35.7844085693359,-0.425217002630234
31324,0.0,0.0,1.0,0.0,22465,35.84773,-0.31468
31331,0.0,0.0,3.0,0.0,16149,35.7791061401367,-0.433147996664047
31336,0.0,0.0,2.0,0.0,9437,35.7939262390137,-0.42747101187706
32109,0.0,0.0,1.0,0.0,4143,32.864479,0.02552
32402,0.0,0.0,1.0,0.0,4149,32.865716,0.02475
32407,0.0,0.0,1.0,0.0,4136,32.870474,0.025914
43332,0.0,0.0,1.0,0.0,97734,36.1608709,5.6812398
6203,0.0,0.0,0.0,1.0,12592,36.7103996276855,4.97731018066406
6613,0.0,0.0,0.0,1.0,309,36.682300567627,4.99020004272461
6800,0.0,0.0,0.0,2.0,20444,36.6128997802734,4.68830013275146
6803,0.0,0.0,0.0,2.0,9039,36.6021003723145,4.66359996795654
6810,0.0,0.0,0.0,1.0,10514,36.6167984008789,4.64978981018066
6813,0.0,0.0,0.0,2.0,17038,36.625301361084,4.6810097694397
16709,0.0,0.0,0.0,1.0,10803,36.6672019958496,3.04601693153381
16723,0.0,0.0,0.0,1.0,731,36.6257286071777,2.98970699310303
16728,0.0,0.0,0.0,3.0,10202,36.6439229,2.987988063277336
16825,0.0,0.0,0.0,1.0,2845,36.6751670837402,2.88165903091431
16831,0.0,0.0,0.0,1.0,1063,36.6583442687988,2.86429691314697
16832,0.0,0.0,0.0,3.0,4261,36.6805305480957,2.90615510940552
16833,0.0,0.0,0.0,1.0,3206,36.7071723937988,2.9223940372467
16837,0.0,0.0,0.0,1.0,4235,36.686279296875,2.92432999610901
16840,0.0,0.0,0.0,2.0,8937,36.7018394470215,2.90949010848999
16843,0.0,0.0,0.0,1.0,1360,36.719425201416,2.9544689655304
16844,0.0,0.0,0.0,4.0,6869,36.7296295166016,3.00691199302673
16851,0.0,0.0,0.0,1.0,11886,36.679630279541,2.88049006462097
16852,0.0,0.0,0.0,1.0,2550,36.6804084777832,2.88627505302429
16854,0.0,0.0,0.0,3.0,4621,36.6791610717773,2.89891791343689
31239,0.0,0.0,0.0,3.0,18979,35.698281,-0.582771
31254,0.0,0.0,0.0,1.0,7284,35.6533241271973,-0.659673988819122
31320,0.0,0.0,0.0,1.0,6732,35.7041053771973,-0.472876995801926
31408,0.0,0.0,0.0,1.0,1997,35.7180213928223,-0.77963399887085
34301,0.0,0.0,0.0,2.0,6443,36.1294746398926,5.07757997512817
35305,0.0,0.0,0.0,2.0,3130,36.7099990844727,3.34999990463257
35325,0.0,0.0,0.0,1.0,9221,36.689998626709,3.36999988555908
35512,0.0,0.0,0.0,1.0,1259,36.7400016784668,3.5
35514,0.0,0.0,0.0,1.0,5591,36.7099990844727,3.33999991416931
1101,0.0,0.0,0.0,0.0,0,29.2629508972168,-0.222039997577667
1110,0.0,0.0,0.0,0.0,4046,28.0279731750488,-0.460485488176346
1202,0.0,0.0,0.0,0.0,6231,27.6557445526123,-0.31105700135231
1203,0.0,0.0,0.0,0.0,3163,27.4083938598633,-0.181930005550385
1206,0.0,0.0,0.0,0.0,3413,28.3080387115479,-0.240628004074097
1207,0.0,0.0,0.0,0.0,0,28.2108955383301,-0.469969987869263
1208,0.0,0.0,0.0,0.0,8029,28.0100059509277,-0.426800012588501
1211,0.0,0.0,0.0,0.0,2660,27.9554252624512,-0.424751996994019
1213,0.0,0.0,0.0,0.0,4408,27.7191104888916,-0.271566987037659
1300,0.0,0.0,0.0,0.0,0,26.7174892425537,-0.193939000368118
1301,0.0,0.0,0.0,0.0,8527,26.8623161315918,-0.0071299998089671
1303,0.0,0.0,0.0,0.0,5554,26.9612522125244,-0.0251550003886223
1308,0.0,0.0,0.0,0.0,10094,26.8708343505859,-0.0031439999584108
1310,0.0,0.0,0.0,0.0,0,26.7107009887695,-0.121871002018452
1313,0.0,0.0,0.0,0.0,0,26.8194236755371,-0.0308720003813505
1319,0.0,0.0,0.0,0.0,0,27.110481262207,0.122432999312878
2100,0.0,0.0,0.0,0.0,452,36.2842483520508,1.55891001224518
2106,0.0,0.0,0.0,0.0,28819,36.1974983215332,1.26059997081757
2110,0.0,0.0,0.0,0.0,18775,36.1369018554688,1.30490005016327
2119,0.0,0.0,0.0,0.0,15220,36.1346015930176,1.2849999666214
2200,0.0,0.0,0.0,0.0,18754,36.1860008239746,1.52839994430542
2201,0.0,0.0,0.0,0.0,6625,36.2766990661621,1.50370001792908
2202,0.0,0.0,0.0,0.0,22696,36.2048988342285,1.59270000457764
2203,0.0,0.0,0.0,0.0,32791,36.1864013671875,1.25020003318787
2204,0.0,0.0,0.0,0.0,3048,36.089298248291,1.59150004386902
2205,0.0,0.0,0.0,0.0,8184,36.1102981567383,1.557000041008
2206,0.0,0.0,0.0,0.0,3474,36.257999420166,1.35319995880127
2207,0.0,0.0,0.0,0.0,3703,36.111499786377,1.50510001182556
2208,0.0,0.0,0.0,0.0,2057,36.2714004516602,1.38660001754761
2210,0.0,0.0,0.0,0.0,14290,36.1983985900879,1.38810002803802
2211,0.0,0.0,0.0,0.0,3828,36.2162017822266,1.48459994792938
2212,0.0,0.0,0.0,0.0,22189,36.2314987182617,1.23829996585846
2214,0.0,0.0,0.0,0.0,1936,36.2817993164062,1.23940002918243
2215,0.0,0.0,0.0,0.0,3040,36.1617012023926,1.17789995670319
2217,0.0,0.0,0.0,0.0,5646,36.1761016845703,1.49179995059967
2218,0.0,0.0,0.0,0.0,3308,36.2672996520996,1.53970003128052
2219,0.0,0.0,0.0,0.0,4792,36.1427001953125,1.51090002059937
2220,0.0,0.0,0.0,0.0,2517,36.2092018127441,1.4536999464035
2221,0.0,0.0,0.0,0.0,2552,36.1254005432129,1.38119995594025
2223,0.0,0.0,0.0,0.0,3100,36.1839981079102,1.40699994564056
2224,0.0,0.0,0.0,0.0,19623,36.1847991943359,1.53022003173828
2301,0.0,0.0,0.0,0.0,15901,36.4177017211914,1.19570004940033
2302,0.0,0.0,0.0,0.0,3797,36.3543014526367,1.00849997997284
2303,0.0,0.0,0.0,0.0,14030,36.3550987243652,1.37580001354218
2304,0.0,0.0,0.0,0.0,10654,36.529899597168,1.57400000095367
2306,0.0,0.0,0.0,0.0,8014,36.3368988037109,1.23969995975494
2307,0.0,0.0,0.0,0.0,3148,36.4490013122559,1.61539995670319
2308,0.0,0.0,0.0,0.0,2621,36.4375991821289,1.29750001430511
2311,0.0,0.0,0.0,0.0,526,36.3917999267578,1.55599999427795
2312,0.0,0.0,0.0,0.0,3644,36.502799987793,1.255499958992
2313,0.0,0.0,0.0,0.0,17714,36.4628982543945,1.30280005931854
2314,0.0,0.0,0.0,0.0,629,36.4925994873047,1.09570002555847
2315,0.0,0.0,0.0,0.0,8179,36.3226013183594,1.1327999830246
2316,0.0,0.0,0.0,0.0,8076,36.4266014099121,1.09080004692078
2317,0.0,0.0,0.0,0.0,14972,36.356201171875,1.4326000213623
2318,0.0,0.0,0.0,0.0,4403,36.3095016479492,1.24489998817444
2320,0.0,0.0,0.0,0.0,1320,36.5247993469238,1.49609994888306
2321,0.0,0.0,0.0,0.0,6327,36.4203987121582,1.2360999584198
2323,0.0,0.0,0.0,0.0,2452,36.3148002624512,1.09660005569458
2325,0.0,0.0,0.0,0.0,3319,36.3143005371094,1.14830005168915
2326,0.0,0.0,0.0,0.0,1058,36.3395004272461,1.40209996700287
2403,0.0,0.0,0.0,0.0,1042,35.9870986938477,1.31429994106293
2404,0.0,0.0,0.0,0.0,1820,36.2778015136719,0.845399975776672
2405,0.0,0.0,0.0,0.0,2316,36.2433013916016,0.950699985027313
2406,0.0,0.0,0.0,0.0,1186,36.0185012817383,1.16149997711182
2407,0.0,0.0,0.0,0.0,24984,36.1021003723145,1.19990003108978
2409,0.0,0.0,0.0,0.0,11535,36.0269012451172,1.2742999792099
2411,0.0,0.0,0.0,0.0,12135,36.1321983337402,1.09140002727509
2412,0.0,0.0,0.0,0.0,9158,36.0651016235352,1.39859998226166
2414,0.0,0.0,0.0,0.0,6679,36.1105995178223,1.1081999540329
2418,0.0,0.0,0.0,0.0,1333,35.9567985534668,1.24860000610352
2419,0.0,0.0,0.0,0.0,1521,36.1110000610352,1.06289994716644
2420,0.0,0.0,0.0,0.0,682,36.1110000610352,1.35539996623993
2422,0.0,0.0,0.0,0.0,4425,36.095100402832,1.22549998760223
2429,0.0,0.0,0.0,0.0,4084,36.2436981201172,1.05659997463226
2430,0.0,0.0,0.0,0.0,7460,36.0853538513184,1.23935604095459
2501,0.0,0.0,0.0,0.0,1122,36.3382987976074,1.32070004940033
2502,0.0,0.0,0.0,0.0,761,36.3545989990234,1.26859998703003
2503,0.0,0.0,0.0,0.0,2024,36.3605995178223,1.230299949646
2506,0.0,0.0,0.0,0.0,33212,36.2084007263184,1.26569998264313
2507,0.0,0.0,0.0,0.0,14837,36.2285995483398,1.24290001392365
3100,0.0,0.0,0.0,0.0,0,33.485279083252,2.52074003219604
3101,0.0,0.0,0.0,0.0,0,33.4815483093262,2.52432990074158
3102,0.0,0.0,0.0,0.0,0,33.4815483093262,2.52385997772217
3103,0.0,0.0,0.0,0.0,0,33.4801788330078,2.51003003120422
3104,0.0,0.0,0.0,0.0,0,33.4742012023926,2.51129007339478
3105,0.0,0.0,0.0,0.0,0,33.4714202880859,2.5106201171875
3106,0.0,0.0,0.0,0.0,0,33.4758110046387,2.52114009857178
3107,0.0,0.0,0.0,0.0,0,33.4931411743164,2.53512001037598
3109,0.0,0.0,0.0,0.0,0,33.4612312316895,2.54595994949341
3110,0.0,0.0,0.0,0.0,0,33.474048614502,2.52360010147095
3111,0.0,0.0,0.0,0.0,0,33.4826889038086,2.53098011016846
3112,0.0,0.0,0.0,0.0,0,33.4746513366699,2.50492000579834
3113,0.0,0.0,0.0,0.0,0,33.4715003967285,2.50324988365173
3200,0.0,0.0,0.0,0.0,33,33.70120815,3.226928242239316
3201,0.0,0.0,0.0,0.0,5,33.4925384521484,2.5912299156189
3202,0.0,0.0,0.0,0.0,124,34.0753593444824,3.00535988807678
3205,0.0,0.0,0.0,0.0,7,33.4516716003418,2.59556007385254
3301,0.0,0.0,0.0,0.0,1738,33.65148902096512,2.441628218222715
3302,0.0,0.0,0.0,0.0,20,33.5247917175293,2.31236004829407
3304,0.0,0.0,0.0,0.0,5,33.4438018798828,2.47227001190186
3403,0.0,0.0,0.0,0.0,0,33.1601295471191,3.11395001411438
3507,0.0,0.0,0.0,0.0,939,33.9097694,2.4500506
3510,0.0,0.0,0.0,0.0,2294,34.0704917907715,2.06362009048462
4107,0.0,0.0,0.0,0.0,746,35.9300003051758,6.96000003814697
4200,0.0,0.0,0.0,0.0,7142,35.9300003051758,7.19000005722046
4201,0.0,0.0,0.0,0.0,168,36.0099983215332,6.98999977111816
4204,0.0,0.0,0.0,0.0,57,35.6800003051758,7.01000022888184
4206,0.0,0.0,0.0,0.0,14676,35.941434,7.186715
4303,0.0,0.0,0.0,0.0,109,35.7599983215332,7.48000001907349
4304,0.0,0.0,0.0,0.0,26,35.7900009155273,7.51000022888184
4306,0.0,0.0,0.0,0.0,309,35.7599983215332,7.67999982833862
4307,0.0,0.0,0.0,0.0,311,35.9000015258789,7.36999988555908
4308,0.0,0.0,0.0,0.0,140,35.8199996948242,7.26000022888184
4311,0.0,0.0,0.0,0.0,1846,35.6699981689453,7.30999994277954
4312,0.0,0.0,0.0,0.0,747,35.6599998474121,7.5
4313,0.0,0.0,0.0,0.0,255,35.5499992370605,7.34999990463257
4315,0.0,0.0,0.0,0.0,1327,35.6100006103516,7.65999984741211
4317,0.0,0.0,0.0,0.0,1658,35.810001373291,7.30999994277954
4319,0.0,0.0,0.0,0.0,225,35.8400001525879,7.38000011444092
4400,0.0,0.0,0.0,0.0,640,36.0,6.55000019073486
4401,0.0,0.0,0.0,0.0,225,35.9799995422363,6.59000015258789
